ID,length
g32442,1710
g32443,453
g32444,1233
g32445,1314
g32446,507
g32447,249
g32448,810
g32449,1488
g3245,504
g32450,1605
g32451,378
g32452,456
g32453,588
g32454,408
g32455,222
g32456,1653
g32457,960
g32458,1983
g32459,294
g3246,723
g32460,327
g32461,492
g32462,270
g32463,204
g32464,2295
g32465,2004
g32466,1719
g32467,537
g32468,1569
g32469,1638
g3247,1053
g32470,711
g32471,1854
g32472,2805
g32473,339
g32474,468
g32475,669
g32476,1473
g32477,1074
g32478,726
g32479,2598
g3248,624
g32480,1068
g32481,708
g32482,387
g32483,1281
g32484,477
g32485,1065
g32486,2433
g32487,1002
g32488,489
g32489,1182
g3249,822
g32490,3492
g32491,516
g32492,207
g32493,255
g32494,3930
g32495,1098
g32496,828
g32497,1191
g32498,303
g32499,867
g325,3030
g3250,4323
g32500,819
g32501,543
g32502,240
g32503,573
g32504,591
g32505,213
g32506,1119
g32507,408
g32508,2724
g32509,4275
g3251,405
g32510,2151
g32511,1110
g32512,858
g32513,894
g32514,1044
g32515,870
g32516,1170
g32517,954
g32518,492
g32519,426
g3252,513
g32520,4890
g32521,876
g32522,351
g32523,240
g32524,372
g32525,282
g32526,693
g32527,2397
g32528,1881
g32529,690
g3253,2271
g32530,447
g32531,567
g32532,414
g32533,996
g32534,681
g32535,357
g32536,5379
g32537,1623
g32538,1182
g32539,1023
g3254,708
g32540,1305
g32541,537
g32542,519
g32543,390
g32544,390
g32545,1518
g32546,306
g32547,255
g32548,432
g32549,1413
g3255,954
g32550,363
g32551,369
g32552,1554
g32553,717
g32554,1083
g32555,420
g32556,690
g32557,729
g32558,327
g32559,573
g3256,1143
g32560,675
g32561,1254
g32562,729
g32563,498
g32564,1014
g32565,1323
g32566,1020
g32567,2202
g32568,231
g32569,2646
g3257,285
g32570,909
g32571,318
g32572,276
g32573,693
g32574,672
g32575,783
g32576,333
g32577,2478
g32578,3078
g32579,1215
g3258,363
g32580,1500
g32581,609
g32582,2631
g32583,1578
g32584,633
g32585,1377
g32586,2151
g32587,528
g32588,2565
g32589,438
g3259,336
g32590,3375
g32591,666
g32592,1770
g32593,378
g32594,684
g32595,639
g32596,5070
g32597,828
g32598,372
g32599,300
g326,2529
g3260,582
g32600,3159
g32601,1203
g32602,354
g32603,414
g32604,600
g32605,1590
g32606,270
g32607,612
g32608,2433
g32609,1986
g3261,444
g32610,363
g32611,747
g32612,873
g32613,1449
g32614,306
g32615,1251
g32616,1014
g32617,906
g32618,1272
g32619,1077
g3262,1032
g32620,402
g32621,1320
g32622,2127
g32623,261
g32624,1323
g32625,1146
g32626,1155
g32627,411
g32628,408
g32629,495
g3263,387
g32630,288
g32631,354
g32632,864
g32633,567
g32634,378
g32635,2340
g32636,480
g32637,744
g32638,1425
g32639,765
g3264,666
g32640,438
g32641,369
g32642,294
g32643,276
g32644,906
g32645,1308
g32646,759
g32647,408
g32648,1362
g32649,990
g3265,459
g32650,1281
g32651,624
g32652,591
g32653,345
g32654,399
g32655,306
g32656,1236
g32657,690
g32658,1449
g32659,384
g3266,492
g32660,564
g32661,726
g32662,273
g32663,1758
g32664,1071
g32665,993
g32666,2388
g32667,633
g32668,1491
g32669,4053
g3267,297
g32670,927
g32671,1227
g32672,414
g32673,1341
g32674,333
g32675,1554
g32676,876
g32677,4704
g32678,882
g32679,1569
g3268,453
g32680,579
g32681,1242
g32682,1251
g32683,420
g32684,270
g32685,2700
g32686,321
g32687,336
g32688,945
g32689,810
g3269,354
g32690,378
g32691,2436
g32692,912
g32693,501
g32694,1536
g32695,684
g32696,333
g32697,741
g32698,1377
g32699,1770
g327,420
g3270,399
g32700,1077
g32701,405
g32702,276
g32703,882
g32704,945
g32705,726
g32706,1041
g32707,972
g32708,618
g32709,1071
g3271,201
g32710,2001
g32711,1545
g32712,2373
g32713,6522
g32714,480
g32715,2673
g32716,309
g32717,531
g32718,288
g32719,276
g3272,747
g32720,306
g32721,420
g32722,951
g32723,252
g32724,1059
g32725,435
g32726,1356
g32727,402
g32728,498
g32729,1431
g3273,294
g32730,375
g32731,558
g32732,627
g32733,408
g32734,258
g32735,1353
g32736,1068
g32737,975
g32738,468
g32739,1638
g3274,738
g32740,279
g32741,1587
g32742,1593
g32743,642
g32744,639
g32745,573
g32746,273
g32747,1023
g32748,741
g32749,1848
g3275,1527
g32750,363
g32751,1527
g32752,315
g32753,765
g32754,1833
g32755,240
g32756,4059
g32757,396
g32758,2931
g32759,3387
g3276,834
g32760,1635
g32761,2034
g32762,516
g32763,624
g32764,861
g32765,345
g32766,1125
g32767,1548
g32768,276
g32769,1035
g3277,1212
g32770,894
g32771,993
g32772,420
g32773,774
g32774,2517
g32775,900
g32776,948
g32777,291
g32778,2823
g32779,720
g3278,450
g32780,516
g32781,1326
g32782,222
g32783,1473
g32784,441
g32785,771
g32786,2493
g32787,2394
g32788,2310
g32789,11415
g3279,4491
g32790,402
g32791,642
g32792,576
g32793,1680
g32794,261
g32795,399
g32796,828
g32797,213
g32798,1113
g32799,1890
g328,2703
g3280,2634
g32800,2790
g32801,459
g32802,540
g32803,576
g32804,477
g32805,345
g32806,2124
g32807,654
g32808,576
g32809,429
g3281,582
g32810,597
g32811,1773
g32812,1710
g32813,1782
g32814,1677
g32815,660
g32816,1179
g32817,549
g32818,549
g32819,1911
g3282,873
g32820,360
g32821,702
g32822,3564
g32823,372
g32824,1518
g32825,795
g32826,348
g32827,984
g32828,378
g32829,645
g3283,363
g32830,1995
g32831,1161
g32832,405
g32833,651
g32834,1155
g32835,768
g32836,435
g32837,672
g32838,537
g32839,1029
g3284,963
g32840,753
g32841,564
g32842,459
g32843,633
g32844,1203
g32845,291
g32846,852
g32847,795
g32848,8631
g32849,1269
g3285,396
g32850,1473
g32851,297
g32852,219
g32853,1137
g32854,549
g32855,432
g32856,240
g32857,3282
g32858,801
g32859,372
g3286,429
g32860,3378
g32861,372
g32862,876
g32863,705
g32864,2109
g32865,1236
g32866,600
g32867,3105
g32868,1755
g32869,5466
g3287,474
g32870,753
g32871,339
g32872,4053
g32873,429
g32874,336
g32875,1281
g32876,1206
g32877,1215
g32878,1032
g32879,717
g3288,504
g32880,594
g32881,444
g32882,2463
g32883,2082
g32884,2568
g32885,1821
g32886,624
g32887,2541
g32888,414
g32889,405
g3289,498
g32890,1413
g32891,930
g32892,288
g32893,630
g32894,315
g32895,1125
g32896,573
g32897,399
g32898,1266
g32899,792
g329,474
g3290,693
g32900,1401
g32901,495
g32902,1608
g32903,1005
g32904,354
g32905,480
g32906,462
g32907,525
g32908,294
g32909,2385
g3291,315
g32910,2211
g32911,417
g32912,441
g32913,858
g32914,645
g32915,492
g32916,342
g32917,1827
g32918,276
g32919,639
g3292,690
g32920,444
g32921,744
g32922,1122
g32923,654
g32924,594
g32925,378
g32926,783
g32927,339
g32928,678
g32929,279
g3293,405
g32930,3033
g32931,1272
g32932,372
g32933,420
g32934,3270
g32935,2934
g32936,492
g32937,645
g32938,483
g32939,6540
g3294,288
g32940,1065
g32941,969
g32942,696
g32943,930
g32944,5709
g32945,2124
g32946,4116
g32947,330
g32948,507
g32949,501
g3295,1158
g32950,714
g32951,390
g32952,3486
g32953,435
g32954,717
g32955,432
g32956,1440
g32957,1137
g32958,1836
g32959,636
g3296,2229
g32960,849
g32961,315
g32962,1287
g32963,627
g32964,252
g32965,342
g32966,624
g32967,549
g32968,3456
g32969,750
g3297,3567
g32970,522
g32971,381
g32972,384
g32973,255
g32974,684
g32975,348
g32976,759
g32977,1179
g32978,1011
g32979,2019
g3298,1293
g32980,420
g32981,789
g32982,1314
g32983,1413
g32984,1893
g32985,1551
g32986,501
g32987,447
g32988,1071
g32989,2868
g3299,288
g32990,342
g32991,597
g32992,483
g32993,1680
g32994,627
g32995,372
g32996,1101
g32997,1326
g32998,909
g32999,1167
g33,774
g330,396
g3300,1533
g33000,720
g33001,2451
g33002,738
g33003,684
g33004,2436
g33005,741
g33006,5715
g33007,648
g33008,807
g33009,612
g3301,3867
g33010,1191
g33011,2733
g33012,357
g33013,432
g33014,762
g33015,870
g33016,1158
g33017,321
g33018,381
g33019,381
g3302,1317
g33020,324
g33021,453
g33022,492
g33023,354
g33024,459
g33025,729
g33026,900
g33027,453
g33028,597
g33029,771
g3303,1146
g33030,264
g33031,621
g33032,774
g33033,3399
g33034,591
g33035,1614
g33036,1662
g33037,594
g33038,303
g33039,270
g3304,324
g33040,381
g33041,1773
g33042,672
g33043,438
g33044,462
g33045,609
g33046,588
g33047,546
g33048,1083
g33049,723
g3305,753
g33050,1077
g33051,1248
g33052,1110
g33053,537
g33054,1650
g33055,306
g33056,1872
g33057,1284
g33058,540
g33059,1626
g3306,933
g33060,1584
g33061,813
g33062,1071
g33063,387
g33064,1074
g33065,2622
g33066,789
g33067,906
g33068,1605
g33069,1020
g3307,546
g33070,1068
g33071,705
g33072,1296
g33073,462
g33074,1278
g33075,1269
g33076,1350
g33077,1191
g33078,1419
g33079,7131
g3308,693
g33080,903
g33081,1311
g33082,1038
g33083,1038
g33084,1044
g33085,702
g33086,990
g33087,2571
g33088,1047
g33089,711
g3309,576
g33090,771
g33091,309
g33092,1611
g33093,885
g33094,1479
g33095,945
g33096,477
g33097,1440
g33098,414
g33099,906
g331,204
g3310,303
g33100,1836
g33101,630
g33102,1101
g33103,945
g33104,561
g33105,666
g33106,1530
g33107,2787
g33108,1398
g33109,462
g3311,468
g33110,624
g33111,372
g33112,201
g33113,1317
g33114,321
g33115,786
g33116,3465
g33117,1776
g33118,597
g33119,2919
g3312,438
g33120,483
g33121,534
g33122,381
g33123,366
g33124,2421
g33125,756
g33126,852
g33127,207
g33128,234
g33129,1011
g3313,849
g33130,1122
g33131,303
g33132,345
g33133,309
g33134,408
g33135,3585
g33136,921
g33137,501
g33138,339
g33139,903
g3314,3081
g33140,1626
g33141,531
g33142,1572
g33143,1101
g33144,312
g33145,357
g33146,1239
g33147,375
g33148,2916
g33149,780
g3315,321
g33150,315
g33151,2082
g33152,1224
g33153,918
g33154,465
g33155,321
g33156,324
g33157,438
g33158,561
g33159,2943
g3316,807
g33160,987
g33161,1287
g33162,1602
g33163,1308
g33164,1503
g33165,885
g33166,819
g33167,294
g33168,1041
g33169,354
g3317,1719
g33170,1407
g33171,2028
g33172,369
g33173,1026
g33174,1569
g33175,1107
g33176,582
g33177,3828
g33178,762
g33179,1296
g3318,477
g33180,396
g33181,1227
g33182,351
g33183,669
g33184,999
g33185,2166
g33186,735
g33187,1209
g33188,333
g33189,366
g3319,276
g33190,1605
g33191,537
g33192,828
g33193,945
g33194,330
g33195,477
g33196,753
g33197,1011
g33198,2421
g33199,843
g332,210
g3320,321
g33200,711
g33201,912
g33202,3561
g33203,639
g33204,375
g33205,3846
g33206,1344
g33207,387
g33208,423
g33209,330
g3321,3162
g33210,570
g33211,2772
g33212,759
g33213,561
g33214,705
g33215,966
g33216,2049
g33217,2094
g33218,2982
g33219,456
g3322,477
g33220,597
g33221,513
g33222,2106
g33223,519
g33224,1518
g33225,1743
g33226,1149
g33227,1602
g33228,267
g33229,1812
g3323,351
g33230,642
g33231,1113
g33232,714
g33233,249
g33234,705
g33235,468
g33236,522
g33237,3732
g33238,792
g33239,1839
g3324,2769
g33240,789
g33241,426
g33242,555
g33243,2172
g33244,1368
g33245,486
g33246,4344
g33247,1137
g33248,1773
g33249,477
g3325,420
g33250,498
g33251,1509
g33252,621
g33253,2667
g33254,732
g33255,714
g33256,2547
g33257,270
g33258,291
g33259,1572
g3326,1560
g33260,1029
g33261,1515
g33262,606
g33263,1494
g33264,3180
g33265,306
g33266,657
g33267,1560
g33268,1173
g33269,1566
g3327,2283
g33270,4518
g33271,693
g33272,2277
g33273,711
g33274,1074
g33275,1545
g33276,1593
g33277,1161
g33278,711
g33279,1080
g3328,4452
g33280,1140
g33281,276
g33282,1572
g33283,1821
g33284,393
g33285,780
g33286,324
g33287,975
g33288,516
g33289,762
g3329,714
g33290,426
g33291,1269
g33292,486
g33293,672
g33294,2145
g33295,867
g33296,624
g33297,1101
g33298,366
g33299,423
g333,387
g3330,405
g33300,546
g33301,378
g33302,813
g33303,597
g33304,1299
g33305,1812
g33306,1686
g33307,453
g33308,441
g33309,1146
g3331,402
g33310,567
g33311,522
g33312,528
g33313,444
g33314,828
g33315,1602
g33316,1632
g33317,1596
g33318,348
g33319,1620
g3332,780
g33320,483
g33321,1530
g33322,579
g33323,1146
g33324,321
g33325,744
g33326,708
g33327,507
g33328,702
g33329,321
g3333,1656
g33330,342
g33331,429
g33332,1185
g33333,2268
g33334,1107
g33335,849
g33336,468
g33337,414
g33338,705
g33339,507
g3334,372
g33340,774
g33341,282
g33342,594
g33343,414
g33344,699
g33345,351
g33346,3516
g33347,642
g33348,1056
g33349,429
g3335,486
g33350,966
g33351,1254
g33352,1614
g33353,1254
g33354,1305
g33355,876
g33356,2547
g33357,276
g33358,432
g33359,285
g3336,429
g33360,330
g33361,210
g33362,360
g33363,465
g33364,672
g33365,804
g33366,363
g33367,1089
g33368,435
g33369,387
g3337,3945
g33370,789
g33371,576
g33372,1722
g33373,1029
g33374,7194
g33375,1062
g33376,3999
g33377,2202
g33378,522
g33379,675
g3338,9459
g33380,588
g33381,387
g33382,1050
g33383,1191
g33384,2124
g33385,387
g33386,885
g33387,462
g33388,804
g33389,714
g3339,531
g33390,795
g33391,333
g33392,219
g33393,342
g33394,1680
g33395,1719
g33396,864
g33397,1002
g33398,288
g33399,681
g334,639
g3340,351
g33400,1554
g33401,1077
g33402,1428
g33403,1080
g33404,1494
g33405,1059
g33406,399
g33407,273
g33408,558
g33409,321
g3341,1134
g33410,1335
g33411,531
g33412,330
g33413,2370
g33414,1983
g33415,378
g33416,885
g33417,384
g33418,255
g33419,2190
g3342,717
g33420,903
g33421,1632
g33422,1236
g33423,1944
g33424,1113
g33425,1401
g33426,1380
g33427,1971
g33428,312
g33429,255
g3343,666
g33430,513
g33431,909
g33432,639
g33433,291
g33434,285
g33435,459
g33436,3717
g33437,783
g33438,324
g33439,1413
g3344,2547
g33440,741
g33441,1236
g33442,1452
g33443,387
g33444,429
g33445,2097
g33446,264
g33447,300
g33448,1089
g33449,2025
g3345,327
g33450,1896
g33451,468
g33452,735
g33453,1203
g33454,960
g33455,306
g33456,789
g33457,3360
g33458,1305
g33459,519
g3346,255
g33460,732
g33461,1827
g33462,1464
g33463,1362
g33464,228
g33465,1653
g33466,3018
g33467,387
g33468,1023
g33469,705
g3347,3741
g33470,357
g33471,1359
g33472,249
g33473,489
g33474,618
g33475,1701
g33476,939
g33477,1845
g33478,363
g33479,1782
g3348,354
g33480,363
g33481,534
g33482,1500
g33483,1269
g33484,1068
g33485,819
g33486,657
g33487,1104
g33488,267
g33489,564
g3349,786
g33490,1212
g33491,1308
g33492,579
g33493,1665
g33494,1251
g33495,1503
g33496,1797
g33497,915
g33498,687
g33499,822
g335,780
g3350,456
g33500,246
g33501,3144
g33502,1419
g33503,987
g33504,1983
g33505,1596
g33506,984
g33507,1338
g33508,408
g33509,489
g3351,1953
g33510,654
g33511,396
g33512,969
g33513,369
g33514,936
g33515,285
g33516,477
g33517,795
g33518,1065
g33519,1014
g3352,504
g33520,378
g33521,528
g33522,420
g33523,2031
g33524,969
g33525,420
g33526,411
g33527,2076
g33528,267
g33529,885
g3353,1854
g33530,1689
g33531,363
g33532,1245
g33533,402
g33534,1131
g33535,1926
g33536,2046
g33537,2079
g33538,1002
g33539,759
g3354,1140
g33540,2247
g33541,1155
g33542,966
g33543,3381
g33544,861
g33545,2508
g33546,309
g33547,267
g33548,1122
g33549,1584
g3355,519
g33550,837
g33551,1998
g33552,627
g33553,1332
g33554,330
g33555,357
g33556,819
g33557,399
g33558,357
g33559,804
g3356,318
g33560,1878
g33561,669
g33562,246
g33563,543
g33564,567
g33565,252
g33566,1224
g33567,351
g33568,537
g33569,2010
g3357,456
g33570,1749
g33571,1356
g33572,282
g33573,1143
g33574,900
g33575,345
g33576,1119
g33577,1101
g33578,336
g33579,741
g3358,717
g33580,252
g33581,1137
g33582,783
g33583,909
g33584,1041
g33585,987
g33586,306
g33587,1320
g33588,357
g33589,768
g3359,570
g33590,855
g33591,495
g33592,621
g33593,411
g33594,1449
g33595,774
g33596,492
g33597,1245
g33598,705
g33599,1185
g336,330
g3360,432
g33600,417
g33601,468
g33602,3378
g33603,405
g33604,582
g33605,1371
g33606,1320
g33607,876
g33608,801
g33609,1122
g3361,483
g33610,423
g33611,294
g33612,366
g33613,360
g33614,402
g33615,531
g33616,306
g33617,648
g33618,606
g33619,312
g3362,621
g33620,1005
g33621,711
g33622,300
g33623,2040
g33624,4419
g33625,252
g33626,486
g33627,2382
g33628,348
g33629,804
g3363,828
g33630,1941
g33631,597
g33632,579
g33633,3852
g33634,2106
g33635,366
g33636,333
g33637,1848
g33638,2484
g33639,1818
g3364,234
g33640,5559
g33641,1137
g33642,375
g33643,2787
g33644,4476
g33645,219
g33646,1863
g33647,1380
g33648,1749
g33649,429
g3365,2205
g33650,324
g33651,1677
g33652,1935
g33653,438
g33654,2199
g33655,1449
g33656,1035
g33657,549
g33658,732
g33659,531
g3366,870
g33660,1068
g33661,1797
g33662,387
g33663,2586
g33664,600
g33665,717
g33666,3063
g33667,468
g33668,3426
g33669,663
g3367,1179
g33670,399
g33671,1005
g33672,405
g33673,1779
g33674,450
g33675,228
g33676,486
g33677,363
g33678,1584
g33679,1239
g3368,4083
g33680,1101
g33681,1017
g33682,267
g33683,735
g33684,1341
g33685,525
g33686,792
g33687,393
g33688,675
g33689,357
g3369,660
g33690,1119
g33691,774
g33692,234
g33693,1392
g33694,807
g33695,858
g33696,1215
g33697,306
g33698,555
g33699,1257
g337,1107
g3370,1011
g33700,384
g33701,1740
g33702,945
g33703,528
g33704,1002
g33705,2085
g33706,387
g33707,1446
g33708,3015
g33709,2115
g3371,558
g33710,645
g33711,855
g33712,213
g33713,357
g33714,4854
g33715,603
g33716,1245
g33717,363
g33718,915
g33719,867
g3372,2088
g33720,1785
g33721,1053
g33722,465
g33723,618
g33724,963
g33725,459
g33726,225
g33727,1737
g33728,2268
g33729,906
g3373,1047
g33730,948
g33731,819
g33732,951
g33733,573
g33734,969
g33735,828
g33736,777
g33737,336
g33738,1656
g33739,3417
g3374,2016
g33740,396
g33741,822
g33742,1398
g33743,708
g33744,273
g33745,756
g33746,408
g33747,780
g33748,1137
g33749,723
g3375,3630
g33750,780
g33751,384
g33752,900
g33753,1566
g33754,354
g33755,2853
g33756,390
g33757,951
g33758,615
g33759,2313
g3376,225
g33760,660
g33761,1974
g33762,1065
g33763,1173
g33764,2670
g33765,2541
g33766,1569
g33767,768
g33768,261
g33769,2307
g3377,426
g33770,309
g33771,3345
g33772,651
g33773,909
g33774,321
g33775,1509
g33776,2847
g33777,627
g33778,1503
g33779,468
g3378,381
g33780,1329
g33781,1803
g33782,1008
g33783,1008
g33784,441
g33785,840
g33786,642
g33787,795
g33788,909
g33789,348
g3379,321
g33790,561
g33791,396
g33792,324
g33793,468
g33794,603
g33795,1161
g33796,342
g33797,2721
g33798,453
g33799,267
g338,957
g3380,654
g33800,1701
g33801,837
g33802,432
g33803,627
g33804,1191
g33805,1185
g33806,663
g33807,630
g33808,2193
g33809,1053
g3381,2343
g33810,828
g33811,1785
g33812,312
g33813,1272
g33814,1188
g33815,1545
g33816,1377
g33817,309
g33818,696
g33819,1212
g3382,1638
g33820,387
g3383,1716
g3384,1992
g3385,1764
g3386,630
g3387,1587
g3388,1086
g3389,597
g339,450
g3390,477
g3391,9357
g3392,336
g3393,243
g3394,840
g3395,384
g3396,456
g3397,1071
g3398,573
g3399,4230
g34,1389
g340,270
g3400,2820
g3401,627
g3402,288
g3403,288
g3404,3489
g3405,4755
g3406,798
g3407,1938
g3408,3624
g3409,603
g341,1095
g3410,6048
g3411,1353
g3412,750
g3413,393
g3414,4953
g3415,828
g3416,588
g3417,2175
g3418,819
g3419,489
g342,519
g3420,3384
g3421,252
g3422,306
g3423,582
g3424,1584
g3425,375
g3426,702
g3427,342
g3428,1158
g3429,906
g343,903
g3430,1224
g3431,249
g3432,834
g3433,2403
g3434,939
g3435,669
g3436,954
g3437,1374
g3438,546
g3439,354
g344,525
g3440,438
g3441,1422
g3442,2046
g3443,663
g3444,258
g3445,471
g3446,405
g3447,405
g3448,864
g3449,6792
g345,777
g3450,357
g3451,900
g3452,528
g3453,390
g3454,3447
g3455,1491
g3456,2085
g3457,348
g3458,633
g3459,537
g346,219
g3460,1962
g3461,2580
g3462,1380
g3463,720
g3464,1167
g3465,729
g3466,2223
g3467,480
g3468,921
g3469,1113
g347,615
g3470,789
g3471,624
g3472,3726
g3473,1203
g3474,2379
g3475,522
g3476,420
g3477,399
g3478,519
g3479,1089
g348,201
g3480,1458
g3481,561
g3482,549
g3483,504
g3484,2160
g3485,651
g3486,1296
g3487,342
g3488,477
g3489,1281
g349,351
g3490,333
g3491,330
g3492,264
g3493,360
g3494,978
g3495,816
g3496,438
g3497,1338
g3498,534
g3499,327
g35,1653
g350,579
g3500,399
g3501,324
g3502,1347
g3503,276
g3504,561
g3505,699
g3506,357
g3507,309
g3508,1266
g3509,1404
g351,315
g3510,723
g3511,798
g3512,438
g3513,1149
g3514,570
g3515,225
g3516,1005
g3517,441
g3518,984
g3519,507
g352,378
g3520,924
g3521,2448
g3522,2355
g3523,1032
g3524,474
g3525,408
g3526,933
g3527,753
g3528,954
g3529,1218
g353,252
g3530,3774
g3531,618
g3532,567
g3533,558
g3534,1236
g3535,513
g3536,930
g3537,417
g3538,588
g3539,462
g354,1047
g3540,672
g3541,351
g3542,2097
g3543,615
g3544,216
g3545,588
g3546,978
g3547,933
g3548,930
g3549,240
g355,339
g3550,273
g3551,507
g3552,2265
g3553,1044
g3554,387
g3555,594
g3556,702
g3557,489
g3558,1254
g3559,342
g356,498
g3560,537
g3561,1818
g3562,219
g3563,378
g3564,7641
g3565,273
g3566,363
g3567,2586
g3568,933
g3569,1764
g357,561
g3570,1752
g3571,564
g3572,471
g3573,441
g3574,756
g3575,516
g3576,201
g3577,1194
g3578,1860
g3579,1473
g358,378
g3580,342
g3581,942
g3582,738
g3583,2550
g3584,894
g3585,378
g3586,321
g3587,822
g3588,366
g3589,366
g359,966
g3590,918
g3591,3048
g3592,621
g3593,276
g3594,528
g3595,282
g3596,438
g3597,387
g3598,621
g3599,654
g36,1026
g360,285
g3600,288
g3601,408
g3602,453
g3603,237
g3604,1896
g3605,273
g3606,207
g3607,597
g3608,630
g3609,2442
g361,612
g3610,924
g3611,462
g3612,1689
g3613,534
g3614,366
g3615,672
g3616,372
g3617,678
g3618,291
g3619,855
g362,285
g3620,855
g3621,1104
g3622,6168
g3623,582
g3624,291
g3625,3480
g3626,11097
g3627,465
g3628,666
g3629,282
g363,2037
g3630,1656
g3631,1125
g3632,894
g3633,924
g3634,1707
g3635,894
g3636,333
g3637,1401
g3638,279
g3639,2007
g364,657
g3640,696
g3641,8718
g3642,264
g3643,393
g3644,525
g3645,324
g3646,342
g3647,450
g3648,429
g3649,723
g365,1317
g3650,1350
g3651,690
g3652,2157
g3653,1062
g3654,870
g3655,945
g3656,1110
g3657,741
g3658,1230
g3659,1092
g366,354
g3660,846
g3661,528
g3662,825
g3663,378
g3664,897
g3665,480
g3666,921
g3667,621
g3668,1035
g3669,1062
g367,477
g3670,1503
g3671,393
g3672,360
g3673,432
g3674,456
g3675,1206
g3676,987
g3677,639
g3678,735
g3679,453
g368,534
g3680,693
g3681,1170
g3682,420
g3683,2079
g3684,1608
g3685,2607
g3686,594
g3687,489
g3688,3207
g3689,1710
g369,1611
g3690,1845
g3691,2298
g3692,414
g3693,426
g3694,939
g3695,714
g3696,1638
g3697,297
g3698,1422
g3699,1806
g37,459
g370,1782
g3700,573
g3701,387
g3702,375
g3703,633
g3704,513
g3705,1221
g3706,315
g3707,318
g3708,264
g3709,690
g371,3480
g3710,2814
g3711,318
g3712,1761
g3713,4005
g3714,408
g3715,324
g3716,351
g3717,1665
g3718,1617
g3719,369
g372,963
g3720,1311
g3721,921
g3722,984
g3723,885
g3724,306
g3725,552
g3726,2730
g3727,300
g3728,366
g3729,792
g373,543
g3730,1245
g3731,4080
g3732,1479
g3733,753
g3734,1368
g3735,255
g3736,210
g3737,330
g3738,1626
g3739,30096
g374,606
g3740,1665
g3741,900
g3742,1425
g3743,639
g3744,5886
g3745,579
g3746,309
g3747,342
g3748,507
g3749,747
g375,483
g3750,366
g3751,1080
g3752,219
g3753,2736
g3754,501
g3755,1827
g3756,669
g3757,807
g3758,2634
g3759,279
g376,792
g3760,417
g3761,252
g3762,258
g3763,2313
g3764,1743
g3765,516
g3766,558
g3767,507
g3768,366
g3769,330
g377,459
g3770,2325
g3771,927
g3772,804
g3773,750
g3774,1404
g3775,615
g3776,957
g3777,591
g3778,1425
g3779,1131
g378,2088
g3780,732
g3781,279
g3782,822
g3783,432
g3784,438
g3785,237
g3786,909
g3787,1401
g3788,315
g3789,1686
g379,333
g3790,441
g3791,2733
g3792,231
g3793,618
g3794,753
g3795,351
g3796,861
g3797,1167
g3798,690
g3799,762
g38,465
g380,684
g3800,876
g3801,1095
g3802,393
g3803,1206
g3804,1599
g3805,1014
g3806,831
g3807,627
g3808,546
g3809,918
g381,420
g3810,441
g3811,330
g3812,549
g3813,810
g3814,543
g3815,1800
g3816,768
g3817,519
g3818,324
g3819,873
g382,1080
g3820,1539
g3821,312
g3822,420
g3823,795
g3824,642
g3825,339
g3826,426
g3827,1719
g3828,558
g3829,813
g383,414
g3830,405
g3831,753
g3832,531
g3833,459
g3834,342
g3835,303
g3836,222
g3837,1731
g3838,528
g3839,219
g384,1425
g3840,471
g3841,1071
g3842,606
g3843,411
g3844,528
g3845,1029
g3846,2649
g3847,1308
g3848,1371
g3849,900
g385,405
g3850,1713
g3851,309
g3852,1011
g3853,588
g3854,225
g3855,1389
g3856,411
g3857,636
g3858,219
g3859,453
g386,1254
g3860,804
g3861,246
g3862,357
g3863,1422
g3864,789
g3865,1296
g3866,408
g3867,888
g3868,1296
g3869,1494
g387,708
g3870,1323
g3871,435
g3872,2124
g3873,432
g3874,330
g3875,672
g3876,1773
g3877,6312
g3878,1494
g3879,453
g388,315
g3880,897
g3881,1635
g3882,303
g3883,543
g3884,1044
g3885,750
g3886,2097
g3887,396
g3888,354
g3889,333
g389,1311
g3890,480
g3891,342
g3892,711
g3893,4044
g3894,987
g3895,1179
g3896,426
g3897,921
g3898,402
g3899,570
g39,1335
g390,945
g3900,657
g3901,669
g3902,303
g3903,489
g3904,543
g3905,291
g3906,291
g3907,1008
g3908,351
g3909,1035
g391,567
g3910,525
g3911,726
g3912,315
g3913,858
g3914,858
g3915,360
g3916,684
g3917,303
g3918,1629
g3919,618
g392,1317
g3920,456
g3921,8079
g3922,1710
g3923,519
g3924,3366
g3925,1878
g3926,903
g3927,795
g3928,798
g3929,2484
g393,501
g3930,1701
g3931,297
g3932,306
g3933,435
g3934,507
g3935,240
g3936,309
g3937,240
g3938,420
g3939,489
g394,309
g3940,804
g3941,519
g3942,453
g3943,240
g3944,975
g3945,861
g3946,714
g3947,1986
g3948,870
g3949,507
g395,312
g3950,429
g3951,459
g3952,1470
g3953,792
g3954,5730
g3955,264
g3956,1680
g3957,1194
g3958,2385
g3959,1194
g396,357
g3960,579
g3961,336
g3962,2007
g3963,393
g3964,1317
g3965,405
g3966,5241
g3967,528
g3968,432
g3969,624
g397,408
g3970,684
g3971,423
g3972,561
g3973,2394
g3974,2694
g3975,714
g3976,525
g3977,285
g3978,474
g3979,576
g398,378
g3980,336
g3981,807
g3982,810
g3983,351
g3984,2442
g3985,1338
g3986,1596
g3987,1254
g3988,1065
g3989,711
g399,438
g3990,1722
g3991,2238
g3992,483
g3993,258
g3994,942
g3995,561
